system:index,country,date,NO2,SO2,CO,O3,year
gen_074093,Swaziland,2021/10/22,3.62E-05,9.78E-05,,,2021
gen_074094,Lesotho,2019/01/11,2.45E-05,8.67E-05,0.032868672,,2019
gen_074095,Lesotho,2021/04/11,2.82E-05,,0.035838708,,2021
gen_074096,Lesotho,2019/07/05,2.43E-05,0.000111561,0.025496072,0.136772637,2019
gen_074097,Botswana,2019/07/02,2.60E-05,,0.031806387,0.123463421,2019
gen_074098,Mozambique,2026/08/14,3.22E-05,0.000100276,0.035418992,0.114170256,2026
gen_074099,Botswana,2025/08/23,3.07E-05,9.09E-05,0.039634097,0.122415547,2025
gen_074100,Mozambique,2019/01/04,3.42E-05,9.44E-05,0.032932179,,2019
gen_074101,South Africa,2024/08/20,9.86E-05,0.000206223,0.065179324,0.146518914,2024
gen_074102,Lesotho,2023/03/23,2.82E-05,0.000104216,0.031765169,0.122706937,2023
gen_074103,Lesotho,2023/06/08,3.36E-05,7.30E-05,0.0291335,0.1242764,2023
gen_074104,South Africa,2026/12/17,5.65E-05,0.000301165,0.050707833,0.185496973,2026
gen_074105,South Africa,2021/01/27,6.63E-05,0.000263492,0.052433292,,2021
gen_074106,Swaziland,2022/05/25,3.61E-05,0.000119772,0.032819504,0.150225142,2022
gen_074107,Zimbabwe,2023/07/18,3.11E-05,0.000107104,0.0329402,0.093384082,2023
gen_074108,Lesotho,2027/12/27,2.08E-05,0.000113147,0.026341764,0.140725532,2027
gen_074109,Lesotho,2018/07/17,2.83E-05,9.24E-05,0.028471771,,2018
gen_074110,South Africa,2019/09/10,6.43E-05,0.000200407,,0.110120385,2019
gen_074111,Lesotho,2019/07/09,2.26E-05,7.24E-05,0.028064724,0.097854683,2019
gen_074112,Swaziland,2024/04/02,2.91E-05,0.000147752,0.033950856,0.130404991,2024
gen_074113,Botswana,2020/12/17,2.33E-05,9.38E-05,0.027971205,0.126811717,2020
gen_074114,Mozambique,2027/10/07,2.99E-05,8.05E-05,,0.130520698,2027
gen_074115,Zimbabwe,2018/12/26,2.64E-05,0.000111417,0.037844529,0.147702979,2018
gen_074116,Swaziland,2025/05/27,3.36E-05,0.000162301,0.03775484,0.140762838,2025
gen_074117,South Africa,2018/04/18,6.65E-05,0.000263841,0.045689087,0.156473919,2018
gen_074118,Botswana,2026/01/21,2.47E-05,9.06E-05,,0.162313282,2026
gen_074119,Swaziland,2020/04/05,4.01E-05,0.000149186,0.036642374,0.108947393,2020
gen_074120,Mozambique,2027/11/12,2.72E-05,0.000106089,0.02536207,0.133356069,2027
gen_074121,Zimbabwe,2026/10/26,4.58E-05,0.00013035,0.037629689,0.124779956,2026
gen_074122,Swaziland,2018/08/12,3.36E-05,0.000106777,0.045452979,0.113038738,2018
gen_074123,Zimbabwe,2018/01/23,3.03E-05,0.000114151,0.031880388,0.133423099,2018
gen_074124,Botswana,2021/09/29,2.26E-05,9.56E-05,0.038158222,0.114729263,2021
gen_074125,Zimbabwe,2026/01/03,2.89E-05,0.000120646,0.036965251,0.13657634,2026
gen_074126,Swaziland,2027/12/13,4.00E-05,0.000119227,0.03122175,0.132501515,2027
gen_074127,Lesotho,2023/09/13,3.01E-05,9.50E-05,0.033296464,0.1060365,2023
gen_074128,Zimbabwe,2027/11/02,3.30E-05,0.000110999,0.030139748,0.100405889,2027
gen_074129,South Africa,2018/06/29,,0.000260499,0.053587999,0.131177798,2018
gen_074130,South Africa,2022/12/26,7.26E-05,0.000315342,0.051065084,0.14042682,2022
gen_074131,Zimbabwe,2022/03/09,,0.000114564,0.037952357,0.155486875,2022
gen_074132,South Africa,2025/07/29,4.94E-05,0.00022662,0.050665431,0.145233397,2025
gen_074133,South Africa,2024/05/02,,0.000269972,0.047046948,0.116557068,2024
gen_074134,Zimbabwe,2022/06/23,3.81E-05,0.00011095,0.03094754,0.126179467,2022
gen_074135,Swaziland,2018/10/24,2.88E-05,0.000107329,0.03435461,0.103216035,2018
gen_074136,South Africa,2025/03/31,6.68E-05,0.000345249,0.057028618,0.175698179,2025
gen_074137,Zimbabwe,2019/01/28,3.79E-05,0.000108636,0.038209764,0.145560713,2019
gen_074138,Zimbabwe,2027/08/04,4.37E-05,9.16E-05,0.056373523,0.131573176,2027
gen_074139,South Africa,2019/01/29,,0.000261229,,0.120740478,2019
gen_074140,Botswana,2018/11/14,2.50E-05,8.08E-05,0.02782312,0.078070081,2018
gen_074141,Swaziland,2025/07/17,2.35E-05,0.000132115,0.025396587,0.146521766,2025
gen_074142,Lesotho,2020/02/03,2.65E-05,,,0.126990379,2020
gen_074143,South Africa,2018/11/12,5.05E-05,0.000258746,0.0439047,0.133414276,2018
gen_074144,Mozambique,2023/12/24,2.58E-05,9.65E-05,0.028218249,,2023
gen_074145,Mozambique,2024/04/03,2.73E-05,9.18E-05,0.033291255,0.137258432,2024
gen_074146,Zimbabwe,2023/05/13,3.03E-05,0.000108865,0.032056989,0.149850429,2023
gen_074147,Lesotho,2020/12/31,2.09E-05,9.28E-05,0.024531818,0.121942086,2020
gen_074148,Botswana,2018/07/24,1.92E-05,7.36E-05,0.027451007,0.132211368,2018
gen_074149,South Africa,2023/12/24,5.98E-05,0.000217801,0.058461521,0.114677533,2023
gen_074150,South Africa,2019/08/29,7.40E-05,0.000219341,0.048730573,0.128379944,2019
gen_074151,Zimbabwe,2018/03/31,3.60E-05,0.000128094,0.049635119,0.148327879,2018
gen_074152,Botswana,2027/05/13,2.16E-05,0.000105055,0.029482349,0.144284225,2027
gen_074153,Zimbabwe,2023/04/03,3.49E-05,0.000135429,0.034052712,0.125047689,2023
gen_074154,Zimbabwe,2026/07/04,,0.0001265,0.031001047,0.139304229,2026
gen_074155,Lesotho,2026/03/18,2.98E-05,0.00011631,0.030746099,0.126474072,2026
gen_074156,Swaziland,2018/12/07,2.55E-05,0.000116044,0.033625325,0.121910775,2018
gen_074157,Zimbabwe,2025/10/14,3.91E-05,0.000109049,0.047702813,0.142332808,2025
gen_074158,Botswana,2019/03/12,2.45E-05,0.000116029,,0.149650855,2019
gen_074159,Botswana,2023/04/29,,9.82E-05,0.031688337,0.140555922,2023
gen_074160,South Africa,2023/01/22,6.18E-05,,0.06233259,0.156137479,2023
gen_074161,South Africa,2020/02/14,6.73E-05,0.000299131,0.054752654,0.154005149,2020
gen_074162,Zimbabwe,2022/06/08,4.06E-05,0.000126928,0.035623974,0.138164631,2022
gen_074163,Zimbabwe,2025/08/14,4.26E-05,0.000120982,0.050755356,0.126820229,2025
gen_074164,Botswana,2024/12/09,2.24E-05,,0.024632244,0.131378012,2024
gen_074165,Zimbabwe,2023/06/07,3.18E-05,0.000135553,0.03808464,0.127252271,2023
gen_074166,Zimbabwe,2019/07/15,3.01E-05,9.74E-05,0.036010603,0.107264891,2019
gen_074167,South Africa,2020/11/24,6.63E-05,0.000246659,0.046625183,0.130437218,2020
gen_074168,Mozambique,2019/04/20,2.40E-05,,0.034474008,0.116335009,2019
gen_074169,South Africa,2027/04/14,5.92E-05,0.00033014,0.042741687,0.148802739,2027
gen_074170,South Africa,2020/06/06,7.91E-05,0.000241743,0.058132734,0.125867308,2020
gen_074171,Mozambique,2023/04/28,2.18E-05,0.000107198,0.044305853,0.128996351,2023
gen_074172,Botswana,2020/02/22,,9.62E-05,0.029449186,0.144638196,2020
gen_074173,Swaziland,2027/01/16,3.20E-05,0.000126897,0.039359072,0.127962635,2027
gen_074174,Lesotho,2022/02/11,2.63E-05,0.000109433,0.030733474,0.132612541,2022
gen_074175,Lesotho,2022/04/21,2.56E-05,0.000127248,0.02832384,0.125375379,2022
gen_074176,Mozambique,2027/11/15,2.93E-05,9.52E-05,0.033148185,0.104126148,2027
gen_074177,Botswana,2022/07/15,2.33E-05,8.12E-05,0.034044246,0.114180152,2022
gen_074178,Mozambique,2023/09/17,3.00E-05,9.50E-05,0.032454285,0.11791862,2023
gen_074179,Zimbabwe,2021/08/01,3.90E-05,0.000107175,0.05099984,0.106765728,2021
gen_074180,Swaziland,2024/12/12,2.73E-05,0.000156471,0.027695714,0.143657445,2024
gen_074181,Botswana,2021/10/16,2.91E-05,8.19E-05,0.036444329,0.132677183,2021
gen_074182,Lesotho,2022/05/17,2.85E-05,0.000102197,0.022180964,0.122728542,2022
gen_074183,South Africa,2021/05/31,5.06E-05,,0.057329532,0.120403534,2021
gen_074184,Zimbabwe,2024/09/27,3.73E-05,9.89E-05,0.045658006,0.102170315,2024
gen_074185,Mozambique,2025/07/31,2.26E-05,0.000101565,0.030898423,0.092493132,2025
gen_074186,Zimbabwe,2025/08/31,4.19E-05,,0.040001206,0.1100263,2025
gen_074187,Botswana,2020/10/20,2.70E-05,7.91E-05,0.032620156,0.106584681,2020
gen_074188,Zimbabwe,2018/01/22,3.74E-05,0.000140271,0.033082704,,2018
gen_074189,Botswana,2020/03/25,2.83E-05,9.94E-05,0.029038411,0.145476093,2020
gen_074190,Swaziland,2023/04/13,3.93E-05,0.000144616,0.032661313,0.145649391,2023
gen_074191,Botswana,2026/10/07,2.64E-05,8.31E-05,0.039263786,0.137176219,2026
gen_074192,Zimbabwe,2025/05/28,3.57E-05,0.000110369,0.04103876,0.099094755,2025
gen_074193,Lesotho,2027/10/13,2.58E-05,8.66E-05,,0.113721158,2027
gen_074194,Mozambique,2023/02/08,3.22E-05,0.000102753,0.038399907,0.137467565,2023
gen_074195,South Africa,2023/02/27,6.13E-05,0.000281814,0.054642322,0.183776869,2023
gen_074196,Botswana,2018/08/11,3.15E-05,,0.032418703,0.112238476,2018
gen_074197,South Africa,2019/08/18,6.80E-05,0.000276798,0.054808154,0.125875993,2019
gen_074198,Lesotho,2023/02/20,2.61E-05,9.78E-05,0.03023214,0.116525881,2023
gen_074199,Mozambique,2018/12/29,2.33E-05,9.02E-05,0.030864535,0.158015579,2018
gen_074200,Lesotho,2020/10/29,3.19E-05,6.71E-05,0.027015731,0.114907558,2020
gen_074201,Zimbabwe,2024/02/19,,0.000124649,0.040713082,0.154988719,2024
gen_074202,Mozambique,2022/10/22,2.82E-05,9.08E-05,0.02953326,0.124819865,2022
gen_074203,Swaziland,2025/10/22,3.69E-05,0.000120632,0.045434081,0.116101379,2025
gen_074204,Botswana,2024/06/11,2.46E-05,8.78E-05,0.029954617,0.123184049,2024
gen_074205,Swaziland,2025/02/22,,0.000109053,0.044527266,0.15264072,2025
gen_074206,Mozambique,2022/05/18,2.90E-05,9.05E-05,0.036458522,0.128836724,2022
gen_074207,South Africa,2026/12/14,6.28E-05,0.000289625,0.048535904,0.152612405,2026
gen_074208,Zimbabwe,2020/03/27,3.45E-05,0.000141933,0.033642235,,2020
gen_074209,Swaziland,2022/02/25,3.02E-05,0.00012535,0.035585078,0.177977919,2022
gen_074210,Mozambique,2023/01/09,2.29E-05,0.00010435,,,2023
gen_074211,Lesotho,2027/05/23,,8.59E-05,0.040704689,0.129054339,2027
gen_074212,Zimbabwe,2022/02/26,,,0.042242756,0.12693189,2022
gen_074213,Lesotho,2024/10/28,2.65E-05,9.28E-05,0.042719138,0.095935943,2024
gen_074214,Botswana,2021/05/03,2.64E-05,,0.027821075,0.102061431,2021
gen_074215,Lesotho,2025/06/22,2.47E-05,0.000100103,0.029875318,0.134711905,2025
gen_074216,Botswana,2024/05/30,,0.000103909,0.02499055,0.154660398,2024
gen_074217,Swaziland,2024/05/14,2.79E-05,0.000158105,,0.14327384,2024
gen_074218,Zimbabwe,2021/03/03,3.52E-05,0.000127071,0.040394851,,2021
gen_074219,Mozambique,2018/10/26,2.02E-05,8.61E-05,0.034486455,0.149127913,2018
gen_074220,South Africa,2023/06/23,5.91E-05,0.000249588,0.057287296,0.134199278,2023
gen_074221,Zimbabwe,2026/10/05,4.40E-05,7.19E-05,0.037355949,0.134113953,2026
gen_074222,Zimbabwe,2024/11/25,2.50E-05,0.000113941,0.031828921,0.132239547,2024
gen_074223,Botswana,2020/08/26,3.18E-05,8.49E-05,0.039663401,0.126391294,2020
gen_074224,Botswana,2022/01/30,2.55E-05,0.000104613,0.035504996,0.146052615,2022
gen_074225,Mozambique,2018/12/26,2.94E-05,0.000103856,0.032174927,0.143782806,2018
gen_074226,Lesotho,2020/06/21,2.70E-05,9.75E-05,0.028165424,0.120651575,2020
gen_074227,Botswana,2027/01/28,2.95E-05,7.91E-05,0.032048626,0.158930517,2027
gen_074228,Botswana,2024/10/06,2.28E-05,8.67E-05,0.035298397,0.111306082,2024
gen_074229,Swaziland,2020/09/30,3.33E-05,0.000127157,0.038421421,0.130137462,2020
gen_074230,Lesotho,2022/03/04,3.24E-05,0.000114257,,0.144621874,2022
gen_074231,Mozambique,2027/11/21,2.70E-05,7.87E-05,0.029493469,0.137876492,2027
gen_074232,Botswana,2022/05/17,2.63E-05,9.79E-05,0.029249607,0.151924914,2022
gen_074233,South Africa,2026/08/01,7.67E-05,0.000255504,0.056738049,0.151236172,2026
gen_074234,Swaziland,2020/01/12,2.64E-05,0.000115715,,0.15117,2020
gen_074235,South Africa,2024/08/13,6.67E-05,0.000248128,0.053693992,0.144552237,2024
gen_074236,Lesotho,2022/02/21,2.65E-05,0.000108927,,0.151682091,2022
gen_074237,Botswana,2026/11/21,2.85E-05,7.90E-05,0.026825453,0.146470833,2026
gen_074238,Mozambique,2026/06/14,2.75E-05,0.000112777,0.031069089,0.113701746,2026
gen_074239,Swaziland,2026/02/23,3.79E-05,0.000160624,0.037457782,0.137786317,2026
gen_074240,Botswana,2023/03/29,2.38E-05,0.000103417,0.036799639,0.143962437,2023
gen_074241,Swaziland,2024/07/24,3.42E-05,0.000132348,0.035594778,0.117804921,2024
gen_074242,Zimbabwe,2022/11/11,3.49E-05,0.000103188,0.033277968,0.145614509,2022
gen_074243,South Africa,2023/11/05,5.39E-05,0.0002756,0.051680913,0.154626344,2023
gen_074244,Zimbabwe,2023/10/07,3.58E-05,9.66E-05,0.042844481,0.132447358,2023
gen_074245,Lesotho,2025/05/21,3.04E-05,0.000107191,,0.149755771,2025
gen_074246,South Africa,2020/07/19,,0.000262904,0.042384209,0.127203306,2020
gen_074247,Swaziland,2019/11/24,3.33E-05,0.000123607,0.030009584,0.155803717,2019
gen_074248,Swaziland,2019/03/01,3.79E-05,0.000139999,0.032084942,0.146768678,2019
gen_074249,Swaziland,2024/08/09,4.53E-05,0.000109937,0.040465036,0.134599342,2024
gen_074250,Lesotho,2021/10/18,1.90E-05,7.16E-05,0.026446795,0.122339369,2021
gen_074251,Zimbabwe,2018/07/31,3.34E-05,0.000108052,0.036606363,0.142176724,2018
gen_074252,Swaziland,2026/04/20,4.46E-05,0.000134487,0.035886137,0.130487953,2026
gen_074253,Botswana,2026/09/26,2.44E-05,9.90E-05,0.02917864,0.106348723,2026
gen_074254,South Africa,2022/02/14,5.34E-05,0.000264258,0.044136331,0.182992165,2022
gen_074255,Zimbabwe,2025/01/14,3.89E-05,0.000113327,0.03404258,0.118975646,2025
gen_074256,Botswana,2020/06/07,2.26E-05,8.59E-05,0.03208848,0.10566933,2020
gen_074257,Zimbabwe,2019/03/30,3.72E-05,0.000141371,0.035526461,0.150011462,2019
gen_074258,Lesotho,2022/02/03,2.66E-05,9.85E-05,0.026242984,0.127463688,2022
gen_074259,Lesotho,2027/08/20,3.48E-05,8.72E-05,0.027174351,0.124707877,2027
gen_074260,Mozambique,2026/08/13,3.20E-05,8.02E-05,,0.1058053,2026
gen_074261,Swaziland,2027/08/08,3.11E-05,0.000109904,0.037371905,0.175108558,2027
gen_074262,Botswana,2019/10/06,2.59E-05,8.31E-05,0.030600127,0.116615241,2019
gen_074263,Lesotho,2023/08/29,2.29E-05,8.34E-05,0.033070826,0.12236737,2023
gen_074264,Swaziland,2020/10/12,3.78E-05,0.000123787,,0.11533887,2020
gen_074265,Lesotho,2018/01/25,2.64E-05,9.71E-05,0.02712091,0.185155555,2018
gen_074266,Mozambique,2022/08/22,,9.11E-05,0.041678924,0.113182186,2022
gen_074267,South Africa,2026/08/29,7.33E-05,0.000229339,,0.106765542,2026
gen_074268,Lesotho,2020/02/22,2.31E-05,8.87E-05,,0.143291637,2020
gen_074269,Botswana,2027/01/01,2.43E-05,6.17E-05,0.034359066,0.136009362,2027
gen_074270,South Africa,2023/05/31,6.71E-05,0.000255831,0.048827567,0.160422709,2023
gen_074271,Botswana,2019/05/22,2.44E-05,9.13E-05,0.030361856,0.122837699,2019
gen_074272,Mozambique,2026/06/09,3.06E-05,0.000113744,,0.128770099,2026
gen_074273,South Africa,2022/10/21,8.95E-05,0.000228204,0.059342788,0.164818364,2022
gen_074274,Swaziland,2020/08/09,3.35E-05,0.000148361,0.044805645,0.092885068,2020
gen_074275,Zimbabwe,2027/04/26,3.48E-05,,0.041440241,0.158692366,2027
gen_074276,Zimbabwe,2020/03/30,4.17E-05,0.000142715,0.046189529,0.139457031,2020
gen_074277,Botswana,2026/06/10,2.42E-05,0.000102901,0.034061869,0.099049005,2026
gen_074278,Mozambique,2018/02/18,2.72E-05,0.000105678,0.02650951,0.155035662,2018
gen_074279,Botswana,2027/07/18,2.58E-05,7.15E-05,0.031671033,0.145072994,2027
gen_074280,Swaziland,2026/08/05,4.01E-05,0.000141533,0.036871358,0.119442295,2026
gen_074281,Botswana,2025/02/11,2.89E-05,0.000106013,0.034253112,,2025
gen_074282,Swaziland,2024/12/16,3.30E-05,0.000120739,0.038058542,0.10439929,2024
gen_074283,Botswana,2020/07/18,1.68E-05,6.81E-05,0.023254313,0.118638707,2020
gen_074284,Botswana,2018/09/17,2.59E-05,7.37E-05,0.032017908,0.10545854,2018
gen_074285,Zimbabwe,2025/02/11,4.05E-05,8.21E-05,,0.156602606,2025
gen_074286,Lesotho,2027/07/16,2.63E-05,9.56E-05,0.031846359,0.144931946,2027
gen_074287,Mozambique,2022/04/26,2.83E-05,0.000106915,0.037559679,0.119177188,2022
gen_074288,South Africa,2025/06/20,5.44E-05,0.00025841,0.057752791,0.155470497,2025
gen_074289,Swaziland,2025/01/19,3.70E-05,0.000134265,0.037900352,0.133713609,2025
gen_074290,Zimbabwe,2019/10/08,3.73E-05,8.83E-05,0.028760395,0.129957599,2019
gen_074291,Mozambique,2022/10/01,,9.19E-05,0.03227494,0.112757707,2022
gen_074292,South Africa,2027/05/17,7.89E-05,0.000297503,0.060622854,0.178339278,2027
gen_074293,Zimbabwe,2026/07/11,3.65E-05,0.00012985,0.032038005,0.104202323,2026
gen_074294,Botswana,2022/08/18,2.40E-05,8.72E-05,0.033116381,0.113292204,2022
gen_074295,Mozambique,2024/02/16,2.86E-05,9.88E-05,0.029833846,,2024
gen_074296,Lesotho,2018/12/09,2.58E-05,,0.030451712,0.132858195,2018
gen_074297,Zimbabwe,2021/10/15,3.74E-05,0.00010687,,,2021
gen_074298,South Africa,2027/12/03,,0.000322066,0.059681889,,2027
gen_074299,South Africa,2020/09/03,5.53E-05,0.000216669,0.05329708,0.120222426,2020
gen_074300,Lesotho,2022/11/21,2.11E-05,8.94E-05,0.030251195,0.103808976,2022
gen_074301,Zimbabwe,2025/04/02,3.10E-05,0.000163877,0.036721293,0.124637241,2025
gen_074302,Botswana,2021/03/30,2.93E-05,0.000101293,0.029387991,0.128873501,2021
gen_074303,Mozambique,2026/10/11,2.78E-05,7.79E-05,0.032075935,0.14209741,2026
gen_074304,Swaziland,2018/01/27,3.30E-05,0.000134995,0.027207296,,2018
gen_074305,Zimbabwe,2027/05/30,3.80E-05,0.000149527,0.043994038,0.134009274,2027
gen_074306,Lesotho,2019/09/27,2.38E-05,7.53E-05,0.032952313,0.101896935,2019
gen_074307,Mozambique,2027/01/04,2.74E-05,0.000108222,0.025604539,0.126535513,2027
gen_074308,Botswana,2018/06/18,2.05E-05,6.43E-05,0.030402229,0.150335581,2018
gen_074309,South Africa,2018/04/09,6.09E-05,0.000325788,0.061878395,0.147604264,2018
gen_074310,Lesotho,2024/12/09,1.98E-05,0.000102421,,0.13165629,2024
gen_074311,South Africa,2024/01/31,6.17E-05,0.000275729,0.055374338,0.142100122,2024
gen_074312,Botswana,2024/08/24,2.55E-05,9.06E-05,0.032726765,0.10955109,2024
gen_074313,Mozambique,2025/03/08,2.61E-05,0.000119977,0.042633004,0.164249642,2025
gen_074314,Mozambique,2022/10/22,2.45E-05,8.34E-05,0.035856916,0.119556116,2022
gen_074315,South Africa,2020/03/06,6.57E-05,0.000286698,0.061727038,0.172422224,2020
gen_074316,Lesotho,2024/10/12,2.79E-05,8.10E-05,0.03887458,0.095353904,2024
gen_074317,Lesotho,2021/01/27,1.69E-05,0.000106498,0.024925312,0.146061558,2021
gen_074318,Swaziland,2023/01/17,2.89E-05,0.00011217,0.036200113,0.136387218,2023
gen_074319,Zimbabwe,2025/03/24,3.10E-05,0.000121208,0.043046893,0.142130605,2025
gen_074320,Lesotho,2023/09/13,3.18E-05,,0.033297899,,2023
gen_074321,Mozambique,2027/05/06,2.74E-05,,0.03990325,0.142037096,2027
gen_074322,Botswana,2024/07/11,2.66E-05,0.000109041,0.028468023,0.128535838,2024
gen_074323,Botswana,2019/12/18,,6.83E-05,0.030132614,0.126639736,2019
gen_074324,Mozambique,2018/04/02,2.55E-05,0.000110427,0.031820545,0.131306196,2018
gen_074325,Swaziland,2025/06/16,3.45E-05,0.000142327,0.036449129,0.144014153,2025
gen_074326,Swaziland,2027/02/08,3.17E-05,0.000151181,0.035820997,0.128722036,2027
gen_074327,Swaziland,2022/04/04,2.89E-05,0.000155666,0.028195565,0.11745655,2022
gen_074328,Botswana,2025/01/03,2.08E-05,9.90E-05,0.032967445,0.133601484,2025
gen_074329,Botswana,2021/02/09,2.38E-05,9.02E-05,0.033254829,0.174866141,2021
gen_074330,Lesotho,2019/04/16,2.74E-05,8.86E-05,0.024250114,0.144366613,2019
gen_074331,Lesotho,2020/12/10,,8.57E-05,0.025815916,0.132350348,2020
gen_074332,South Africa,2026/10/08,8.21E-05,0.000236106,0.050804424,0.129335642,2026
gen_074333,South Africa,2026/03/27,6.20E-05,0.000303176,0.058088761,0.110709142,2026
gen_074334,Lesotho,2024/10/07,3.05E-05,8.95E-05,0.027200258,0.119167316,2024
gen_074335,Swaziland,2018/08/01,3.56E-05,9.25E-05,0.046018582,0.125266271,2018
gen_074336,Swaziland,2018/02/10,3.54E-05,,0.040622638,0.143011357,2018
gen_074337,Lesotho,2025/06/25,2.24E-05,8.00E-05,,0.138970495,2025
gen_074338,South Africa,2018/02/18,6.27E-05,0.000235787,0.054063424,0.169212023,2018
gen_074339,Lesotho,2020/08/09,3.02E-05,7.60E-05,0.038938681,0.126780375,2020
gen_074340,Botswana,2021/03/21,2.28E-05,6.66E-05,0.036469935,0.149791185,2021
gen_074341,Swaziland,2021/02/28,4.01E-05,,0.035312001,0.140265038,2021
gen_074342,Botswana,2021/12/08,2.19E-05,8.21E-05,0.028028396,0.091532684,2021
gen_074343,Lesotho,2025/02/14,3.35E-05,9.89E-05,,0.165912918,2025
gen_074344,Lesotho,2020/09/25,3.05E-05,9.81E-05,0.025363741,0.098486114,2020
gen_074345,Zimbabwe,2022/11/26,2.97E-05,0.000103522,0.029664401,0.124288349,2022
gen_074346,South Africa,2022/11/01,4.86E-05,0.00021547,0.06060475,0.152722563,2022
gen_074347,Swaziland,2018/07/30,2.92E-05,0.000110527,0.031172481,0.096819688,2018
gen_074348,Zimbabwe,2022/04/26,3.95E-05,0.00010107,0.040221383,0.150584038,2022
gen_074349,Zimbabwe,2025/11/28,,0.000131044,0.035173232,,2025
gen_074350,South Africa,2018/03/18,5.60E-05,0.000284789,0.052367002,0.112336239,2018
gen_074351,Mozambique,2022/07/19,2.65E-05,7.86E-05,0.030836642,0.114613018,2022
gen_074352,Mozambique,2025/08/01,3.89E-05,,,0.106868392,2025
gen_074353,Botswana,2021/12/06,1.79E-05,,0.03187805,0.13568985,2021
gen_074354,South Africa,2025/02/10,6.48E-05,0.000289615,0.063960301,0.197379674,2025
gen_074355,South Africa,2023/07/16,6.96E-05,0.000315933,0.050279235,,2023
gen_074356,Zimbabwe,2024/11/29,3.57E-05,9.11E-05,0.03783449,0.123900655,2024
gen_074357,Lesotho,2024/09/24,3.10E-05,8.02E-05,0.034956145,0.11531994,2024
gen_074358,Swaziland,2021/06/17,3.40E-05,0.000119742,,0.120017332,2021
gen_074359,Lesotho,2027/06/21,2.82E-05,8.69E-05,0.026898208,0.137747648,2027
gen_074360,Botswana,2024/01/06,1.83E-05,0.000110176,0.029774569,0.124523272,2024
gen_074361,Mozambique,2018/08/24,3.07E-05,8.01E-05,0.039297816,0.106286361,2018
gen_074362,Zimbabwe,2027/02/10,3.21E-05,0.000153042,0.044820597,0.175370753,2027
gen_074363,Mozambique,2024/09/28,1.82E-05,8.06E-05,0.038513682,0.106942578,2024
gen_074364,Lesotho,2018/04/05,2.99E-05,,0.022574843,0.119124919,2018
gen_074365,Lesotho,2019/07/18,2.43E-05,,0.029278937,0.129201593,2019
gen_074366,Swaziland,2018/02/11,3.43E-05,0.000121737,0.036729616,0.132950629,2018
gen_074367,Lesotho,2018/01/15,,0.000103208,0.030628165,0.119195549,2018
gen_074368,Lesotho,2026/04/02,2.69E-05,8.87E-05,0.037630234,0.127455916,2026
gen_074369,Lesotho,2026/04/12,2.74E-05,0.000120978,0.037031779,0.12424235,2026
gen_074370,Botswana,2021/04/06,2.62E-05,9.39E-05,0.025632252,0.107819768,2021
gen_074371,Swaziland,2027/07/13,2.92E-05,0.000106868,0.029684704,0.128561245,2027
gen_074372,Lesotho,2018/04/20,2.65E-05,0.000107113,0.032209403,0.140345922,2018
gen_074373,Lesotho,2021/01/25,2.57E-05,9.52E-05,0.031209451,0.150143572,2021
gen_074374,Lesotho,2024/11/25,2.66E-05,7.32E-05,0.034020323,0.124120537,2024
gen_074375,Swaziland,2022/08/09,3.31E-05,0.000124835,0.045128096,0.137262132,2022
gen_074376,Zimbabwe,2018/11/02,2.46E-05,9.69E-05,0.02810351,0.089549201,2018
gen_074377,Swaziland,2023/11/19,3.03E-05,0.000111336,0.036055006,0.108268363,2023
gen_074378,South Africa,2021/10/06,5.56E-05,0.000236884,0.062815003,0.126882914,2021
gen_074379,Swaziland,2024/01/13,3.64E-05,0.000139524,0.030318776,0.158122005,2024
gen_074380,Lesotho,2022/11/21,2.55E-05,9.43E-05,0.029611796,0.157512184,2022
gen_074381,Zimbabwe,2026/05/03,3.63E-05,0.000128886,0.038088078,0.140086786,2026
gen_074382,South Africa,2024/04/11,7.30E-05,,0.061860445,0.155600015,2024
gen_074383,Zimbabwe,2021/06/10,4.42E-05,0.000113269,0.028059644,0.164373641,2021
gen_074384,Lesotho,2018/10/15,2.70E-05,8.03E-05,0.033329574,0.115962838,2018
gen_074385,Botswana,2024/02/01,2.28E-05,9.25E-05,,0.161639756,2024
gen_074386,Swaziland,2024/07/27,3.10E-05,0.00013523,0.032735176,0.138981301,2024
gen_074387,Lesotho,2018/11/15,2.52E-05,0.000105764,0.03122437,0.117928542,2018
gen_074388,Lesotho,2027/06/10,2.97E-05,8.58E-05,0.027278602,,2027
gen_074389,Swaziland,2026/03/22,3.90E-05,0.00014882,,0.154572175,2026
gen_074390,South Africa,2019/09/05,6.70E-05,0.000209895,0.052640552,0.1049725,2019
gen_074391,Swaziland,2024/08/20,2.60E-05,0.000110337,0.037117962,0.121912604,2024
gen_074392,Lesotho,2026/04/29,,0.00011654,0.029157912,0.131462393,2026
gen_074393,Botswana,2023/12/31,,8.92E-05,0.032082884,0.151181944,2023
gen_074394,Mozambique,2018/12/22,2.40E-05,9.51E-05,0.029253996,,2018
gen_074395,Zimbabwe,2018/07/29,3.29E-05,0.000112287,0.0303164,0.106500244,2018
gen_074396,South Africa,2019/11/10,5.50E-05,0.000263015,0.052538591,0.141473412,2019
gen_074397,Zimbabwe,2018/07/02,3.22E-05,0.000107035,0.041331411,0.123588911,2018
